tran_id,orig_acct,bene_acct,tx_type,base_amt,tran_timestamp,is_sar,alert_id
1,181,346,TRANSFER,649.5,2017-01-01T00:00:00Z,False,-1
2,16,359,TRANSFER,529.46,2017-01-01T00:00:00Z,False,-1
3,756,969,TRANSFER,482.39,2017-01-01T00:00:00Z,False,-1
4,522,193,TRANSFER,319.73,2017-01-01T00:00:00Z,False,-1
5,996,316,TRANSFER,715.38,2017-01-01T00:00:00Z,False,-1
6,41,454,TRANSFER,654.27,2017-01-01T00:00:00Z,False,-1
7,573,238,PAYMENT,789.89,2017-01-01T00:00:00Z,False,-1
8,521,194,TRANSFER,359.5,2017-01-01T00:00:00Z,False,-1
9,745,528,CASH_OUT,778.12,2017-01-01T00:00:00Z,False,-1
10,116,88,TRANSFER,393.42,2017-01-01T00:00:00Z,False,-1
11,134,393,PAYMENT,550.61,2017-01-01T00:00:00Z,False,-1
12,966,989,CASH_IN,359.9,2017-01-01T00:00:00Z,False,-1
13,189,358,TRANSFER,579.59,2017-01-01T00:00:00Z,False,-1
14,98,844,PAYMENT,599.2,2017-01-01T00:00:00Z,False,-1
15,618,972,CASH_OUT,155.65,2017-01-01T00:00:00Z,False,-1
16,60,360,CASH_IN,127.98,2017-01-01T00:00:00Z,False,-1
17,191,797,CASH_IN,689.16,2017-01-01T00:00:00Z,False,-1
18,215,266,TRANSFER,292.24,2017-01-01T00:00:00Z,False,-1
19,144,937,TRANSFER,739.72,2017-01-01T00:00:00Z,False,-1
20,529,74,PAYMENT,545.38,2017-01-01T00:00:00Z,False,-1
21,97,26,CASH_OUT,384.85,2017-01-01T00:00:00Z,False,-1
22,980,194,PAYMENT,951.22,2017-01-01T00:00:00Z,False,-1
23,237,218,TRANSFER,288.01,2017-01-01T00:00:00Z,False,-1
24,485,27,TRANSFER,729.33,2017-01-01T00:00:00Z,False,-1
25,878,955,CASH_IN,452.13,2017-01-01T00:00:00Z,False,-1
26,971,891,CASH_IN,459.33,2017-01-01T00:00:00Z,False,-1
27,34,213,CASH_IN,447.03,2017-01-01T00:00:00Z,False,-1
28,167,593,TRANSFER,567.53,2017-01-01T00:00:00Z,False,-1
29,114,295,CASH_IN,405.78,2017-01-01T00:00:00Z,False,-1
30,972,926,PAYMENT,275.28,2017-01-01T00:00:00Z,False,-1
31,235,305,PAYMENT,684.51,2017-01-01T00:00:00Z,False,-1
32,590,69,CASH_OUT,498.3,2017-01-01T00:00:00Z,False,-1
33,763,978,CASH_OUT,406.91,2017-01-01T00:00:00Z,False,-1
34,165,535,CASH_OUT,814.31,2017-01-01T00:00:00Z,False,-1
35,402,214,CASH_IN,847.64,2017-01-01T00:00:00Z,False,-1
36,585,321,DEPOSIT,659.06,2017-01-01T00:00:00Z,False,-1
37,340,249,TRANSFER,724.06,2017-01-01T00:00:00Z,False,-1
38,118,993,TRANSFER,507.83,2017-01-01T00:00:00Z,False,-1
39,797,939,TRANSFER,695.05,2017-01-01T00:00:00Z,False,-1
40,572,369,TRANSFER,872.2,2017-01-01T00:00:00Z,False,-1
41,206,205,PAYMENT,880.43,2017-01-01T00:00:00Z,False,-1
42,736,891,CASH_IN,698.97,2017-01-01T00:00:00Z,False,-1
43,470,231,TRANSFER,554.76,2017-01-01T00:00:00Z,False,-1
44,595,362,CASH_OUT,302.48,2017-01-01T00:00:00Z,False,-1
45,124,357,TRANSFER,122.86,2017-01-01T00:00:00Z,False,-1
46,145,260,TRANSFER,685.97,2017-01-01T00:00:00Z,False,-1
47,691,276,PAYMENT,653.21,2017-01-01T00:00:00Z,False,-1
48,169,740,CASH_IN,282.2,2017-01-01T00:00:00Z,False,-1
49,555,257,TRANSFER,115.67,2017-01-01T00:00:00Z,False,-1
50,614,769,CASH_OUT,509.14,2017-01-01T00:00:00Z,False,-1
51,807,730,CASH_IN,531.4,2017-01-01T00:00:00Z,False,-1
52,584,372,TRANSFER,116.35,2017-01-01T00:00:00Z,False,-1
53,178,935,TRANSFER,570.83,2017-01-01T00:00:00Z,False,-1
54,530,331,TRANSFER,788.19,2017-01-01T00:00:00Z,False,-1
55,982,950,CASH_OUT,814.51,2017-01-01T00:00:00Z,False,-1
56,220,244,CASH_IN,398.91,2017-01-01T00:00:00Z,False,-1
57,294,273,TRANSFER,708.17,2017-01-01T00:00:00Z,False,-1
58,424,60,TRANSFER,659.73,2017-01-01T00:00:00Z,False,-1
59,460,152,TRANSFER,843.28,2017-01-01T00:00:00Z,False,-1
60,684,345,CASH_IN,863.58,2017-01-01T00:00:00Z,False,-1
61,662,83,TRANSFER,130.51,2017-01-01T00:00:00Z,False,-1
62,661,266,TRANSFER,572.53,2017-01-01T00:00:00Z,False,-1
63,35,977,PAYMENT,736.37,2017-01-01T00:00:00Z,False,-1
64,159,340,TRANSFER,624.07,2017-01-01T00:00:00Z,False,-1
65,707,960,CASH_OUT,381.13,2017-01-01T00:00:00Z,False,-1
66,981,584,CASH_IN,961.98,2017-01-01T00:00:00Z,False,-1
67,616,467,DEPOSIT,403.27,2017-01-01T00:00:00Z,False,-1
68,9,905,CASH_OUT,337.89,2017-01-01T00:00:00Z,False,-1
69,932,64,TRANSFER,870.0,2017-01-01T00:00:00Z,False,-1
70,153,370,CASH_IN,414.21,2017-01-01T00:00:00Z,False,-1
71,80,992,TRANSFER,308.72,2017-01-01T00:00:00Z,False,-1
72,764,785,CASH_OUT,538.42,2017-01-01T00:00:00Z,False,-1
73,667,844,DEPOSIT,562.27,2017-01-01T00:00:00Z,False,-1
74,486,152,PAYMENT,506.73,2017-01-01T00:00:00Z,False,-1
75,558,330,DEBIT,127.83,2017-01-01T00:00:00Z,False,-1
76,197,300,CASH_IN,336.83,2017-01-01T00:00:00Z,False,-1
77,524,200,PAYMENT,237.58,2017-01-01T00:00:00Z,False,-1
78,336,344,PAYMENT,839.56,2017-01-01T00:00:00Z,False,-1
79,986,540,CASH_OUT,305.15,2017-01-01T00:00:00Z,False,-1
80,758,902,TRANSFER,300.64,2017-01-01T00:00:00Z,False,-1
81,689,539,TRANSFER,350.93,2017-01-01T00:00:00Z,False,-1
82,482,339,CASH_IN,308.95,2017-01-01T00:00:00Z,False,-1
83,605,556,CASH_OUT,813.54,2017-01-01T00:00:00Z,False,-1
84,801,770,TRANSFER,849.7,2017-01-01T00:00:00Z,False,-1
85,176,667,TRANSFER,200.65,2017-01-01T00:00:00Z,False,-1
86,611,385,TRANSFER,457.79,2017-01-01T00:00:00Z,False,-1
87,904,963,DEPOSIT,137.0,2017-01-01T00:00:00Z,False,-1
88,723,951,TRANSFER,620.36,2017-01-01T00:00:00Z,False,-1
89,642,327,CASH_IN,225.97,2017-01-01T00:00:00Z,False,-1
90,767,823,TRANSFER,300.76,2017-01-01T00:00:00Z,False,-1
91,539,167,DEBIT,262.17,2017-01-01T00:00:00Z,False,-1
92,14,204,TRANSFER,218.71,2017-01-01T00:00:00Z,False,-1
93,589,404,CASH_OUT,486.94,2017-01-01T00:00:00Z,False,-1
94,600,149,TRANSFER,408.74,2017-01-01T00:00:00Z,False,-1
95,677,985,DEPOSIT,903.56,2017-01-01T00:00:00Z,False,-1
96,146,281,PAYMENT,488.52,2017-01-01T00:00:00Z,False,-1
97,949,960,TRANSFER,589.0,2017-01-01T00:00:00Z,False,-1
98,516,606,CASH_OUT,165.63,2017-01-01T00:00:00Z,True,1
99,845,924,DEPOSIT,906.6,2017-01-01T00:00:00Z,False,-1
100,201,379,CASH_IN,642.02,2017-01-01T00:00:00Z,False,-1
101,690,140,TRANSFER,283.75,2017-01-01T00:00:00Z,False,-1
102,110,582,TRANSFER,183.99,2017-01-01T00:00:00Z,False,-1
103,649,629,TRANSFER,435.61,2017-01-01T00:00:00Z,False,-1
104,633,288,CASH_IN,528.28,2017-01-01T00:00:00Z,False,-1
105,511,17,CASH_OUT,407.77,2017-01-01T00:00:00Z,False,-1
106,753,319,CASH_OUT,171.67,2017-01-01T00:00:00Z,True,0
107,43,542,PAYMENT,464.93,2017-01-01T00:00:00Z,False,-1
108,426,399,CASH_IN,132.61,2017-01-01T00:00:00Z,False,-1
109,504,515,PAYMENT,623.24,2017-01-01T00:00:00Z,False,-1
110,316,352,TRANSFER,816.64,2017-01-01T00:00:00Z,False,-1
111,565,519,TRANSFER,326.39,2017-01-01T00:00:00Z,False,-1
112,799,128,TRANSFER,788.44,2017-01-01T00:00:00Z,False,-1
113,734,908,CASH_IN,354.98,2017-01-01T00:00:00Z,False,-1
114,884,900,TRANSFER,970.36,2017-01-01T00:00:00Z,False,-1
115,696,43,TRANSFER,509.06,2017-01-01T00:00:00Z,False,-1
116,100,270,TRANSFER,499.91,2017-01-01T00:00:00Z,False,-1
117,40,365,DEPOSIT,873.72,2017-01-01T00:00:00Z,False,-1
118,762,620,DEPOSIT,553.88,2017-01-01T00:00:00Z,False,-1
119,920,982,PAYMENT,723.59,2017-01-01T00:00:00Z,False,-1
120,22,776,TRANSFER,942.36,2017-01-01T00:00:00Z,False,-1
121,724,986,PAYMENT,946.79,2017-01-01T00:00:00Z,False,-1
122,721,979,TRANSFER,166.24,2017-01-01T00:00:00Z,False,-1
123,960,997,CASH_OUT,253.91,2017-01-01T00:00:00Z,False,-1
124,151,384,DEBIT,715.53,2017-01-01T00:00:00Z,False,-1
125,69,590,TRANSFER,919.44,2017-01-01T00:00:00Z,False,-1
126,828,920,CASH_OUT,124.72,2017-01-01T00:00:00Z,False,-1
127,715,911,TRANSFER,556.83,2017-01-01T00:00:00Z,False,-1
128,196,476,TRANSFER,494.41,2017-01-01T00:00:00Z,False,-1
129,475,444,CASH_OUT,656.83,2017-01-01T00:00:00Z,False,-1
130,874,880,CASH_OUT,518.65,2017-01-01T00:00:00Z,False,-1
131,170,230,CASH_OUT,816.63,2017-01-01T00:00:00Z,False,-1
132,129,225,CASH_OUT,106.37,2017-01-01T00:00:00Z,False,-1
133,564,193,TRANSFER,569.88,2017-01-01T00:00:00Z,False,-1
134,827,981,DEPOSIT,991.84,2017-01-01T00:00:00Z,False,-1
135,498,271,DEPOSIT,348.65,2017-01-01T00:00:00Z,False,-1
136,936,998,TRANSFER,464.66,2017-01-01T00:00:00Z,False,-1
137,563,274,CASH_OUT,662.77,2017-01-01T00:00:00Z,False,-1
138,166,82,TRANSFER,865.03,2017-01-01T00:00:00Z,False,-1
139,434,33,TRANSFER,250.77,2017-01-01T00:00:00Z,False,-1
140,898,982,PAYMENT,112.84,2017-01-01T00:00:00Z,False,-1
141,199,952,TRANSFER,166.1,2017-01-01T00:00:00Z,False,-1
142,67,320,CASH_OUT,612.87,2017-01-01T00:00:00Z,False,-1
143,948,335,TRANSFER,935.35,2017-01-01T00:00:00Z,False,-1
144,519,180,CASH_OUT,844.94,2017-01-01T00:00:00Z,False,-1
145,795,718,CASH_OUT,246.44,2017-01-01T00:00:00Z,False,-1
146,316,237,DEPOSIT,829.7,2017-01-02T00:00:00Z,False,-1
147,141,827,CASH_OUT,188.64,2017-01-02T00:00:00Z,False,-1
148,752,943,PAYMENT,323.55,2017-01-02T00:00:00Z,False,-1
149,125,836,CASH_OUT,788.06,2017-01-02T00:00:00Z,False,-1
150,463,206,TRANSFER,780.9,2017-01-02T00:00:00Z,False,-1
151,808,193,TRANSFER,543.29,2017-01-02T00:00:00Z,False,-1
152,429,111,PAYMENT,339.09,2017-01-02T00:00:00Z,False,-1
153,438,545,TRANSFER,275.16,2017-01-02T00:00:00Z,False,-1
154,862,817,TRANSFER,282.1,2017-01-02T00:00:00Z,False,-1
155,164,664,TRANSFER,647.61,2017-01-02T00:00:00Z,False,-1
156,27,485,TRANSFER,146.79,2017-01-02T00:00:00Z,False,-1
157,476,148,DEPOSIT,343.79,2017-01-02T00:00:00Z,False,-1
158,26,894,CASH_IN,232.94,2017-01-02T00:00:00Z,False,-1
159,844,460,PAYMENT,286.75,2017-01-02T00:00:00Z,False,-1
160,632,610,TRANSFER,572.06,2017-01-02T00:00:00Z,False,-1
161,881,98,CASH_IN,350.6,2017-01-02T00:00:00Z,False,-1
162,138,663,TRANSFER,824.41,2017-01-02T00:00:00Z,False,-1
163,425,282,TRANSFER,363.72,2017-01-02T00:00:00Z,False,-1
164,229,203,TRANSFER,133.65,2017-01-02T00:00:00Z,False,-1
165,62,316,TRANSFER,494.06,2017-01-02T00:00:00Z,False,-1
166,129,719,CASH_OUT,595.12,2017-01-02T00:00:00Z,False,-1
167,806,931,TRANSFER,284.9,2017-01-02T00:00:00Z,False,-1
168,456,120,PAYMENT,271.22,2017-01-02T00:00:00Z,False,-1
169,849,818,CASH_OUT,856.73,2017-01-02T00:00:00Z,False,-1
170,561,414,TRANSFER,378.2,2017-01-02T00:00:00Z,False,-1
171,700,938,DEBIT,391.06,2017-01-02T00:00:00Z,False,-1
172,540,223,TRANSFER,586.6,2017-01-02T00:00:00Z,False,-1
173,91,949,CASH_OUT,340.49,2017-01-02T00:00:00Z,False,-1
174,477,84,TRANSFER,840.58,2017-01-02T00:00:00Z,False,-1
175,158,337,CASH_IN,111.3,2017-01-02T00:00:00Z,False,-1
176,531,213,PAYMENT,339.9,2017-01-02T00:00:00Z,False,-1
177,847,688,CASH_OUT,817.29,2017-01-02T00:00:00Z,False,-1
178,835,108,CASH_OUT,562.0,2017-01-02T00:00:00Z,False,-1
179,408,29,TRANSFER,397.26,2017-01-02T00:00:00Z,False,-1
180,703,373,TRANSFER,475.16,2017-01-02T00:00:00Z,False,-1
181,187,981,DEBIT,187.45,2017-01-02T00:00:00Z,False,-1
182,876,970,TRANSFER,397.21,2017-01-02T00:00:00Z,False,-1
183,743,791,TRANSFER,423.92,2017-01-02T00:00:00Z,False,-1
184,894,648,PAYMENT,387.82,2017-01-02T00:00:00Z,False,-1
185,718,588,PAYMENT,492.37,2017-01-02T00:00:00Z,False,-1
186,157,233,TRANSFER,464.89,2017-01-02T00:00:00Z,False,-1
187,158,364,TRANSFER,823.3,2017-01-02T00:00:00Z,False,-1
188,220,222,CASH_OUT,328.23,2017-01-02T00:00:00Z,False,-1
189,506,122,TRANSFER,183.98,2017-01-02T00:00:00Z,False,-1
